Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
74766,6,19,8,4,E,K,Y,D,B,E,12,H,B,10,2,A,R,N,59,25,N,14,C,1,22,1,25,6,Y,N,E,1,1
74767,4,10,18,4,N,K,Y,B,B,E,12,H,B,5,1,A,R,Y,64,10,Y,7,C,1,34,1,16,6,Y,Y,E,1,1
74768,1,8,4,3,G,K,Y,B,C,E,3,J,B,10,1,C,J,N,67,13,N,15,A,2,37,1,19,4,Y,N,E,2,4
74769,4,15,8,6,N,K,N,B,B,E,7,H,B,20,1,A,J,N,78,13,Y,8,A,2,31,1,25,7,N,N,A,4,3
74770,5,11,11,1,B,I,N,A,B,E,3,H,B,20,1,A,K,N,14,11,N,20,A,1,40,1,21,7,Y,N,E,1,6
74777,3,9,4,2,N,C,N,D,B,D,3,L,B,10,1,A,E,N,62,15,N,3,B,2,25,1,2,4,Y,N,E,2,1
74780,4,5,7,5,C,A,Y,B,B,D,12,B,B,15,1,N,B,Y,74,9,N,9,C,2,37,1,12,7,N,Y,E,4,1
74781,5,5,6,4,N,K,Y,B,B,E,8,H,B,15,1,A,K,N,20,7,N,4,A,2,40,1,13,4,Y,N,C,2,3
74784,5,5,17,2,S,A,N,B,B,D,8,B,B,5,3,D,B,N,27,8,Y,11,A,2,37,1,17,5,Y,N,E,2,2
74787,1,5,3,2,B,I,N,D,B,F,12,H,B,20,1,A,K,N,23,8,N,4,A,2,22,1,20,6,Y,N,E,2,3
74788,4,16,18,7,B,B,N,B,B,D,12,L,B,20,1,A,E,Y,84,11,N,11,C,2,28,1,16,7,Y,Y,D,2,9
74789,1,2,23,1,N,K,N,B,B,E,3,H,D,15,1,A,K,N,89,20,N,16,A,2,34,1,14,2,Y,N,E,2,5
74791,1,13,16,6,E,C,N,B,B,D,12,L,B,10,1,A,I,Y,79,13,Y,13,A,4,37,1,17,5,Y,Y,E,6,3
74799,1,7,15,3,B,K,N,B,B,F,2,J,B,15,1,A,K,N,24,8,Y,4,A,2,40,1,20,7,Y,N,E,5,2
74803,4,7,18,1,N,K,Y,B,B,E,8,I,B,5,1,C,R,N,59,9,N,11,A,1,40,1,11,6,N,N,E,1,4
74808,1,6,5,4,B,K,N,B,D,E,12,H,B,15,1,A,L,N,14,9,N,11,A,3,34,1,16,6,N,N,A,3,4
74809,1,14,8,1,E,K,Y,B,B,E,7,H,B,10,1,A,N,N,38,13,N,3,A,1,28,1,25,3,Y,N,E,1,1
74813,1,10,1,1,N,A,N,B,B,D,3,L,B,10,1,A,I,N,39,11,N,11,B,2,28,1,1,3,Y,N,E,2,1
74814,1,4,6,4,N,K,Y,B,B,E,3,H,B,5,2,A,K,N,98,9,N,22,A,1,31,1,13,7,Y,N,E,1,4
74815,8,7,1,1,N,K,Y,B,A,E,8,H,B,15,1,A,R,N,50,7,N,13,A,3,22,1,1,3,N,N,A,4,2
74816,5,19,5,2,E,C,Y,B,B,D,7,B,B,10,1,A,E,N,17,24,N,6,B,2,40,2,3,2,Y,N,E,3,1
74818,1,12,8,6,N,H,Y,D,B,D,12,L,B,20,3,A,I,Y,84,12,Y,17,A,2,34,1,9,6,Y,Y,C,4,11
74822,4,13,15,3,E,H,Y,B,B,D,2,B,B,20,1,A,D,N,42,18,N,22,A,3,22,1,9,3,Y,N,E,3,12
74825,1,14,13,7,N,C,N,B,B,D,8,B,B,15,1,A,I,Y,79,17,N,12,C,1,31,1,12,1,Y,Y,D,1,7
74828,1,6,2,2,B,A,N,B,B,D,12,B,B,15,2,A,B,Y,85,9,N,16,A,2,40,1,23,6,Y,Y,E,2,1
74830,2,11,8,3,N,C,Y,B,C,D,3,L,B,10,1,A,I,N,53,14,N,10,A,1,40,1,5,4,N,N,E,2,4
74833,1,18,5,3,W,A,N,B,B,D,12,L,B,15,3,A,I,N,16,6,N,7,A,2,34,1,25,7,Y,N,E,4,2
74835,4,2,18,2,C,K,Y,B,B,E,8,H,B,15,1,A,K,N,51,12,N,21,A,2,40,1,23,4,Y,N,E,2,4
74841,7,19,19,6,E,B,N,B,B,D,12,L,B,20,1,A,D,N,78,11,N,11,C,2,28,1,10,2,N,N,A,2,1
74845,1,3,14,1,N,K,N,B,B,E,12,J,B,15,1,A,K,N,93,26,Y,11,A,2,40,1,16,4,Y,N,D,2,9
74849,2,17,18,2,N,B,Y,B,B,D,7,B,B,10,2,A,A,N,82,8,N,22,A,5,40,1,13,3,Y,N,C,5,12
74851,4,3,3,1,N,K,N,B,B,F,2,H,B,15,1,A,N,Y,62,15,Y,14,A,2,28,1,1,6,Y,Y,E,2,4
74853,2,5,17,2,B,I,N,B,B,E,3,H,B,10,3,A,J,N,67,6,N,16,A,1,40,1,11,4,Y,N,C,1,1
74854,11,8,8,5,B,K,N,B,B,E,7,H,B,10,1,A,K,N,95,13,Y,11,A,2,25,1,23,3,Y,N,E,2,6
74855,1,11,21,3,W,C,N,B,B,D,3,L,B,20,1,A,B,Y,54,11,Y,18,C,1,34,1,19,7,Y,Y,E,3,1
74859,3,9,21,7,N,C,Y,B,B,D,3,B,B,15,1,A,E,N,52,17,N,11,A,2,40,1,13,3,Y,N,D,2,7
74860,1,1,18,2,C,K,N,B,B,E,12,H,B,15,1,A,R,N,36,17,Y,16,A,1,37,1,21,3,Y,N,C,1,3
74862,6,3,22,2,E,K,N,B,B,E,7,J,C,20,1,A,K,N,100,19,N,16,C,1,40,1,3,6,Y,N,D,1,1
74863,4,12,6,4,N,C,Y,B,B,D,2,B,B,20,3,A,B,N,24,8,N,8,A,2,40,1,11,7,Y,N,C,4,5
74866,5,4,18,5,N,K,Y,B,B,E,8,J,B,15,2,A,Q,Y,90,7,N,14,A,4,22,1,16,5,Y,Y,C,6,2
74868,13,5,18,4,B,I,N,B,B,E,3,H,B,20,0,A,K,N,93,7,Y,19,A,2,40,1,19,2,Y,N,E,2,12
74869,1,9,19,3,N,K,N,B,B,E,2,H,B,10,1,A,R,N,58,13,N,6,A,2,25,1,3,3,Y,N,C,4,4
74870,6,10,18,6,N,K,N,B,C,F,3,H,B,20,1,A,K,N,47,10,N,8,A,2,34,1,14,7,Y,N,D,4,3
74871,1,2,6,4,C,A,Y,B,B,B,7,B,B,20,4,N,B,N,59,16,N,10,A,2,40,1,25,6,Y,N,E,4,5
74873,5,2,19,2,C,H,Y,B,B,F,8,J,B,20,1,A,J,N,45,15,N,6,D,2,40,1,22,7,Y,N,E,1,2
74877,1,8,4,2,W,I,Y,B,D,E,3,J,B,20,1,A,K,N,45,13,N,4,A,2,31,1,18,3,Y,N,E,2,1
74878,7,5,17,2,B,K,Y,B,B,E,7,N,B,15,2,A,R,Y,42,10,N,16,C,2,37,1,10,4,Y,Y,E,2,1
74882,9,6,14,4,B,A,Y,B,B,D,3,B,B,10,3,A,A,N,93,8,N,13,A,2,37,1,21,6,Y,N,E,2,10
74883,7,5,6,4,B,J,Y,B,B,E,12,H,B,15,1,A,J,N,59,8,N,7,A,1,37,1,5,1,N,N,A,1,1
74886,2,16,19,4,N,K,N,D,B,E,12,H,B,20,1,A,R,Y,45,9,N,19,C,1,40,1,1,1,Y,Y,E,2,1
74887,4,5,17,1,B,I,N,B,B,E,2,J,B,10,3,A,R,N,72,10,N,7,A,2,40,1,11,7,N,N,E,2,6
74888,2,13,6,4,N,C,Y,B,B,D,12,L,B,10,3,A,I,N,70,16,N,17,A,1,37,1,11,3,Y,N,C,1,11
74890,7,6,12,5,B,K,Y,B,B,E,8,I,B,10,1,A,R,N,36,7,N,13,A,1,25,1,18,3,N,N,A,1,6
74892,6,9,19,1,W,H,N,B,D,E,3,H,B,10,1,A,K,Y,13,14,N,17,A,2,28,1,11,4,N,Y,E,2,2
74896,10,10,21,1,N,C,N,B,B,D,8,B,B,15,2,A,I,N,20,27,N,13,A,4,31,1,18,2,Y,N,E,4,6
74898,1,14,14,2,W,H,N,B,B,D,3,A,B,20,1,A,I,N,87,10,N,9,A,1,34,1,17,6,Y,N,E,1,1
74899,1,8,17,2,N,H,Y,B,B,D,8,B,B,20,1,A,B,N,32,15,Y,12,A,1,40,1,8,4,Y,N,E,2,1
74900,4,19,8,6,N,B,Y,B,B,D,3,B,B,10,1,A,E,N,21,8,N,3,B,1,40,1,5,7,Y,N,C,2,1
74902,1,8,20,2,B,C,Y,B,B,D,3,B,B,10,3,A,E,N,74,20,Y,18,A,2,34,1,11,3,Y,N,C,2,12
74903,1,19,17,6,C,B,N,B,B,D,3,B,B,20,1,A,B,N,48,10,Y,17,A,3,40,1,10,5,Y,N,D,3,10
74904,4,11,19,6,W,H,Y,B,D,D,12,B,B,15,1,A,I,Y,79,16,N,10,A,1,31,1,20,6,Y,Y,C,1,3
74905,1,18,2,2,G,H,Y,B,B,D,3,B,B,20,1,C,E,N,77,13,N,19,C,2,28,1,2,5,Y,N,E,2,2
74907,2,6,19,2,N,A,Y,B,B,D,7,L,B,15,1,A,B,Y,88,8,N,10,A,2,37,1,21,3,Y,Y,E,2,4
74908,1,6,16,1,N,A,N,B,B,D,12,B,B,15,1,C,D,N,94,9,Y,20,A,1,34,1,18,7,Y,N,C,1,11
74909,1,5,15,4,B,I,N,B,B,E,8,H,B,20,2,A,K,N,88,9,Y,15,A,2,37,1,18,3,Y,N,C,2,5
74912,2,2,22,5,N,H,N,B,B,D,2,L,B,10,1,A,E,N,56,22,Y,5,C,2,34,1,19,7,Y,N,E,2,1
74915,1,6,5,2,E,A,Y,B,B,D,3,B,D,10,3,A,B,N,38,7,N,8,A,2,31,1,19,3,Y,N,E,2,4
74916,4,8,12,3,N,H,N,B,B,D,3,B,B,10,1,A,C,N,98,12,N,14,A,3,37,1,12,1,N,N,A,3,9
74917,8,2,3,2,N,K,N,B,C,E,2,H,B,15,3,A,R,N,25,10,N,8,A,1,25,1,5,5,Y,N,D,6,3
74918,5,15,16,4,B,H,N,B,B,E,12,J,B,15,3,A,N,Y,60,14,N,12,B,2,37,1,9,6,Y,Y,D,3,1
74920,1,7,14,4,B,A,Y,B,B,D,8,B,B,10,1,A,B,N,93,8,N,18,A,2,34,1,17,5,Y,N,C,2,1
74921,6,14,21,3,B,I,N,B,B,E,3,N,B,15,1,A,K,Y,68,20,N,11,A,2,25,1,10,4,N,Y,A,2,3
74922,4,19,18,3,N,B,N,B,B,D,3,B,B,10,1,A,D,N,22,11,N,13,A,5,28,1,21,1,Y,N,D,5,4
74924,5,7,18,2,B,K,Y,B,B,E,2,H,B,20,1,A,K,N,98,7,N,21,A,1,34,1,17,3,Y,N,C,1,12
74925,1,2,15,1,C,A,Y,B,D,D,12,F,B,20,1,A,A,N,52,18,Y,13,A,2,40,1,23,7,Y,N,E,1,5
74927,2,7,19,2,B,A,N,B,B,D,3,B,B,20,3,A,B,N,71,14,N,5,B,1,40,1,7,7,Y,N,E,1,1
74930,7,18,18,3,E,H,Y,B,C,B,12,A,B,10,1,A,A,N,73,21,N,6,B,2,37,1,11,3,N,N,A,2,1
74932,4,8,3,1,N,K,N,B,B,E,8,H,B,15,1,A,R,N,43,12,N,12,A,2,34,1,8,3,Y,N,E,2,4
74936,2,6,12,4,B,A,Y,B,B,D,7,B,B,10,3,A,B,N,78,8,N,13,A,2,28,1,20,3,Y,N,E,3,6
74937,5,19,8,2,W,H,N,B,D,D,8,B,B,5,1,A,I,N,33,16,N,19,A,2,40,1,19,3,N,N,C,2,6
74938,1,6,5,3,B,A,Y,B,B,D,12,B,B,10,3,A,I,N,39,7,N,12,C,1,40,1,19,1,Y,N,E,1,1
74940,8,4,14,5,N,H,Y,B,B,E,3,J,B,10,2,A,R,N,66,10,N,4,B,1,37,1,10,5,Y,N,E,1,1
74942,4,18,7,5,W,I,Y,B,B,E,8,H,B,15,1,A,R,Y,55,11,N,10,A,2,34,1,17,6,Y,Y,E,2,5
74943,3,6,16,1,N,A,Y,B,B,D,7,B,B,15,1,A,B,N,75,9,N,6,A,2,37,1,21,7,N,N,A,4,2
74944,1,9,18,5,B,C,N,B,D,D,7,A,B,20,3,A,E,N,40,12,N,20,A,1,40,1,1,2,Y,N,E,1,11
74945,4,7,17,1,N,A,Y,B,B,D,8,B,B,15,3,A,I,Y,60,9,N,9,A,2,31,1,16,6,Y,Y,E,2,2
74946,20,6,18,4,N,K,N,B,D,E,3,H,C,15,1,A,R,N,100,7,N,11,A,3,40,1,18,2,Y,N,E,3,1
74948,2,5,22,1,W,B,N,B,B,D,7,L,B,20,3,A,I,N,87,8,N,7,A,2,28,1,17,3,Y,N,D,4,4
74949,1,1,7,2,C,A,N,B,B,D,12,B,B,15,3,N,B,N,37,13,N,11,A,2,37,1,21,6,Y,N,D,4,1
74950,1,11,8,5,N,H,N,B,B,D,3,B,B,20,1,A,B,N,29,14,N,6,B,1,34,1,18,6,N,N,A,3,1
74951,1,12,22,4,E,K,N,B,B,E,3,H,B,20,1,A,R,N,59,17,N,11,C,3,40,1,17,3,Y,N,D,3,1
74952,1,13,22,3,E,H,N,B,B,E,3,H,B,20,1,H,R,N,24,22,N,18,D,2,40,1,1,6,N,N,E,2,6
74953,5,9,9,5,S,H,N,B,B,E,12,J,A,20,1,H,K,N,94,7,Y,19,B,5,40,1,3,6,Y,N,E,5,1
74955,1,5,18,2,S,I,N,B,B,E,3,M,A,15,1,A,J,N,94,9,Y,17,A,3,40,1,17,2,Y,N,E,3,3
74959,2,19,4,3,B,H,N,B,B,E,8,J,B,10,1,A,K,N,18,12,N,3,B,2,25,1,4,1,N,N,A,3,1
74961,1,16,8,2,B,B,N,B,B,D,7,B,B,10,1,A,A,N,53,8,N,4,A,2,28,1,18,4,Y,N,D,2,2
74962,10,15,15,2,N,A,Y,D,B,D,7,B,B,20,1,A,I,Y,95,8,N,20,A,3,40,1,4,6,Y,Y,E,3,1
74963,4,14,7,2,N,C,N,B,B,D,3,L,B,15,3,A,I,N,82,22,N,7,C,2,37,1,14,4,Y,N,E,2,1
74964,1,4,5,4,N,K,N,B,B,F,12,J,B,10,4,A,R,N,22,10,N,11,A,3,22,1,14,2,Y,N,C,3,3
74965,1,3,15,7,B,K,N,B,B,E,3,H,B,10,1,A,R,Y,93,10,N,18,A,3,40,2,25,6,Y,Y,E,3,9
74969,2,2,19,3,C,B,N,B,B,D,7,A,B,15,1,A,A,N,47,18,N,5,A,4,22,1,22,2,Y,N,E,2,1
74970,7,9,8,2,N,H,Y,B,B,D,7,L,B,10,3,A,B,N,59,12,N,16,B,2,31,1,17,3,N,N,A,2,1
74971,1,17,2,1,N,K,Y,D,B,E,2,J,B,20,3,A,K,N,51,10,N,9,A,2,34,1,11,3,Y,N,E,2,6
74976,9,4,13,5,N,K,Y,D,B,E,7,J,B,15,1,A,R,N,99,8,Y,22,A,2,22,1,12,7,Y,N,E,2,10
74984,5,8,7,4,N,K,N,D,B,E,8,J,B,10,1,A,R,N,38,19,Y,11,A,3,28,1,23,6,Y,N,E,4,8
74986,1,18,9,1,N,K,N,B,B,E,3,H,B,10,4,A,K,N,75,5,N,5,A,1,34,1,24,3,Y,N,E,5,3
74988,1,11,19,2,B,K,Y,B,B,E,8,H,B,15,1,A,L,Y,91,15,N,14,C,3,28,2,4,1,Y,Y,E,4,1
74989,2,15,16,2,N,H,N,B,B,E,8,H,B,20,1,A,K,N,37,11,Y,14,E,2,25,1,1,2,N,N,C,4,4
74990,1,12,8,2,N,H,Y,B,B,E,8,H,B,20,3,A,L,N,46,24,Y,12,B,2,25,2,4,1,Y,N,E,2,1
74991,1,18,13,5,N,C,N,B,B,D,3,B,B,20,1,A,I,N,61,12,N,13,C,1,22,1,3,7,Y,N,E,1,1
74992,13,9,15,8,N,K,N,B,B,E,2,H,B,10,1,A,K,Y,95,11,Y,16,A,2,22,1,19,7,Y,Y,E,4,11
74996,10,10,23,2,N,C,Y,B,C,D,8,L,B,5,1,W,I,N,41,18,N,5,A,2,40,1,21,7,Y,N,C,4,3
74998,1,16,13,4,N,C,N,B,B,D,12,L,A,15,1,A,B,N,40,12,N,10,A,2,40,1,6,4,Y,N,C,3,1
74999,7,1,15,4,N,A,N,B,B,D,3,L,B,10,1,C,I,N,28,18,N,7,B,2,31,1,21,7,N,N,E,2,1
75002,4,1,19,2,C,A,Y,B,B,D,3,F,B,20,1,A,E,N,26,17,N,12,B,2,37,1,21,5,N,N,E,2,2
75003,7,2,12,7,C,K,N,D,B,E,12,J,B,15,1,A,K,N,55,20,Y,9,A,1,25,1,24,6,Y,N,E,5,2
75004,4,19,20,3,B,I,N,B,B,E,3,H,B,20,3,A,K,N,60,18,N,13,A,3,28,1,2,2,Y,N,C,3,8
75006,4,1,21,2,C,A,Y,B,B,D,8,L,B,10,2,A,I,N,32,27,N,1,D,2,25,1,21,6,N,N,E,1,1
75007,4,1,19,6,N,A,Y,B,B,B,7,L,B,15,1,A,I,N,46,16,N,3,B,2,40,1,22,7,Y,N,E,2,1
75009,4,1,19,4,C,B,N,B,B,B,8,B,B,15,3,A,E,N,40,18,N,12,A,1,37,1,21,6,Y,N,C,4,3
75010,1,3,19,2,N,A,N,B,B,D,3,L,B,20,1,A,E,N,80,9,N,12,A,1,31,1,20,1,Y,N,C,1,6
75011,14,11,8,2,N,K,N,B,B,E,7,I,B,15,1,A,K,N,48,11,N,11,A,2,40,2,17,6,N,N,E,2,1
75015,1,11,17,1,N,K,Y,B,B,E,7,H,B,20,1,A,N,Y,88,15,N,14,C,2,37,1,22,4,Y,Y,E,2,1
75016,1,5,17,3,C,K,Y,B,B,E,7,H,B,20,1,A,K,N,55,7,N,15,A,2,31,1,5,6,Y,N,E,2,12
75021,1,11,14,6,N,H,Y,B,B,B,12,B,B,15,3,A,B,Y,71,16,N,9,A,2,40,1,17,3,Y,N,D,2,8
75022,7,9,8,5,N,K,Y,B,B,E,12,H,B,15,1,A,K,N,89,11,N,10,A,2,40,1,17,5,Y,N,E,2,2
75025,9,2,18,3,C,A,N,B,B,D,7,L,C,10,2,A,I,N,53,14,N,15,A,1,37,1,24,2,Y,N,E,4,1
75026,1,7,3,2,B,A,N,B,B,D,8,B,D,20,3,A,I,N,58,8,N,5,C,2,31,1,11,6,Y,N,C,4,1
75027,1,18,2,2,N,K,Y,B,B,E,3,J,B,15,2,A,K,N,54,7,Y,6,A,2,40,1,10,6,Y,N,C,2,2
75030,1,13,15,2,B,K,Y,B,D,E,7,H,B,10,1,A,R,Y,60,11,N,18,A,2,31,1,18,6,Y,N,E,2,11
75031,1,13,7,3,B,H,Y,B,B,E,8,H,B,10,1,A,R,N,53,19,N,13,B,1,28,1,1,1,Y,N,C,1,11
75032,19,5,7,2,S,A,N,B,B,B,3,B,C,20,1,A,G,Y,45,10,N,2,C,2,34,1,2,4,Y,Y,E,2,1
75034,1,12,21,1,B,C,N,B,B,D,8,L,B,20,1,D,I,N,60,18,N,3,A,1,37,1,15,2,Y,N,E,1,1
75035,1,3,5,3,N,H,N,B,B,D,8,B,B,10,1,A,C,N,49,12,N,15,A,3,22,1,17,3,Y,N,C,4,2
75036,4,1,13,6,C,K,Y,B,B,E,3,I,B,5,3,N,R,N,25,13,N,10,A,2,37,1,21,6,N,N,E,2,3
75037,5,4,12,2,N,A,N,B,B,D,12,B,B,15,2,A,B,N,42,7,N,2,B,2,31,1,5,4,Y,N,E,2,1
75040,2,3,17,6,B,C,N,B,B,D,2,L,B,15,1,A,B,N,98,10,N,12,A,3,40,1,3,7,Y,N,E,3,7
75041,1,11,21,3,N,C,Y,B,A,D,12,L,B,10,1,A,I,N,77,18,N,3,B,2,31,1,11,7,Y,N,E,2,1
75042,1,3,6,2,N,H,Y,B,B,F,3,J,B,15,2,A,K,N,47,10,N,6,B,1,37,1,14,2,N,N,A,4,1
75043,1,18,6,1,E,K,Y,B,B,E,12,J,B,10,1,A,K,N,49,18,N,6,A,2,28,1,4,1,N,N,A,1,3
75044,1,14,12,3,N,K,N,B,B,E,8,J,B,10,1,A,K,Y,87,11,N,12,A,2,28,1,17,7,Y,Y,D,3,4
75046,1,16,9,6,N,H,Y,B,B,E,3,H,B,20,1,A,R,N,22,9,N,6,B,1,40,1,3,6,N,N,A,2,1
75050,5,3,16,4,B,I,Y,B,B,E,8,H,B,10,3,A,N,N,75,10,Y,18,A,2,40,1,14,4,N,N,A,2,10
75053,4,2,21,3,N,K,Y,B,B,E,3,H,B,20,1,A,K,N,67,24,N,8,A,2,28,1,5,7,Y,N,E,2,3
75054,6,12,21,5,W,B,N,B,B,D,8,L,B,5,1,A,E,N,53,11,N,13,A,3,25,1,8,7,Y,N,C,4,8
75055,1,11,4,3,N,A,N,B,B,D,8,L,B,20,1,A,I,Y,88,11,N,12,A,2,37,1,16,4,Y,Y,E,2,4
75061,7,12,3,2,N,H,Y,B,B,E,8,H,B,10,1,A,J,N,42,29,N,5,B,2,22,1,5,6,Y,N,C,4,1
75062,3,6,7,3,B,A,N,B,B,D,12,B,B,10,1,A,B,N,34,9,Y,16,A,2,40,1,22,6,Y,N,E,3,5
75063,6,6,18,5,B,A,Y,B,B,D,3,B,B,15,2,A,B,N,47,7,Y,8,A,2,40,1,21,4,Y,N,E,2,5
75065,2,2,13,5,C,A,Y,B,B,D,8,F,D,10,2,A,B,N,61,20,Y,4,A,2,31,1,25,6,Y,N,E,2,3
75066,6,16,6,4,B,B,N,B,B,D,7,B,B,10,1,A,B,Y,75,8,N,6,A,2,40,1,13,7,N,Y,A,2,3
75067,14,3,17,5,N,K,Y,D,B,E,8,J,B,20,1,A,J,N,83,9,Y,13,C,1,40,1,25,7,Y,N,E,1,1
75069,2,9,16,3,N,C,N,B,B,D,8,B,D,15,3,A,B,N,88,11,Y,17,A,2,28,1,11,4,Y,N,E,2,12
75070,12,16,18,2,N,K,N,B,B,E,12,J,C,10,1,C,K,Y,67,10,N,8,A,1,37,1,3,6,Y,Y,E,1,2
75071,11,9,6,2,N,H,Y,B,B,D,12,B,B,20,3,A,E,N,23,18,N,8,A,3,34,1,16,5,N,N,A,3,2
75072,10,4,8,6,N,H,Y,B,B,D,8,B,B,15,1,A,B,N,41,9,N,11,A,2,31,1,10,1,Y,N,C,2,5
75075,4,19,10,5,W,I,N,B,B,E,7,H,A,10,3,A,R,N,64,11,N,4,A,1,28,1,11,7,Y,N,E,1,2
75078,1,15,4,1,N,H,Y,B,A,D,12,B,B,10,1,A,B,N,41,13,N,8,A,2,34,1,9,1,Y,N,D,4,3
75079,2,8,11,1,N,K,Y,B,C,E,12,H,B,10,1,A,J,N,80,13,Y,12,A,4,40,1,15,3,Y,N,D,4,4
75082,7,16,4,3,G,A,N,B,B,D,12,B,B,15,1,C,E,N,82,9,N,15,B,1,37,1,8,3,N,N,A,1,1
75085,8,18,8,5,N,A,Y,B,B,D,7,B,B,5,2,A,I,N,12,7,N,8,A,7,34,1,5,4,Y,N,E,2,1
75086,4,19,18,3,B,A,Y,B,B,D,12,L,B,20,3,A,I,Y,43,15,Y,14,A,3,37,1,6,6,Y,Y,C,3,8
75091,2,6,18,1,B,I,Y,B,B,E,3,J,B,10,3,A,N,N,86,10,N,16,A,1,37,1,22,4,N,N,E,1,1
75093,1,17,3,1,B,B,N,B,B,D,8,B,B,15,3,A,I,N,67,9,Y,21,A,2,25,1,4,5,Y,N,E,2,2
75094,14,3,11,1,N,A,N,B,C,D,8,L,B,15,1,C,I,N,6,7,N,16,B,2,31,1,3,1,Y,N,C,2,1
75095,5,9,3,2,N,H,N,B,B,E,12,J,B,10,3,A,M,N,39,12,Y,2,B,1,28,1,12,6,N,N,A,1,1
75099,2,9,11,2,N,K,Y,C,B,E,12,H,B,5,1,A,K,Y,75,13,Y,8,C,1,31,1,5,1,Y,Y,E,1,1
75100,1,6,15,5,E,K,Y,B,D,E,12,J,B,10,1,A,J,Y,67,9,Y,21,A,2,40,2,19,5,Y,Y,D,2,1
75104,1,12,6,1,N,B,Y,B,B,D,7,B,B,15,1,A,A,N,42,17,N,2,B,2,31,1,4,1,N,N,A,2,1
75105,11,4,6,4,N,A,N,B,B,D,12,B,B,20,3,A,I,N,69,7,N,13,A,1,22,1,18,4,Y,N,E,1,5
75106,7,13,19,5,N,H,Y,B,B,F,3,J,B,20,1,A,R,Y,80,14,N,6,B,1,31,1,5,3,Y,Y,E,3,1
75108,1,16,17,3,B,H,Y,B,B,E,3,H,B,20,2,A,N,N,47,14,N,7,B,2,31,1,4,5,Y,N,E,2,1
75109,1,4,6,4,N,K,Y,B,B,E,12,J,B,5,3,A,R,N,56,7,Y,4,A,2,25,1,19,2,Y,N,D,4,3
75113,1,5,1,1,B,I,Y,B,B,E,3,J,B,10,1,A,R,N,13,7,N,17,A,2,37,1,18,3,Y,N,E,2,1
75115,5,5,4,3,C,A,Y,B,B,D,12,B,B,20,2,N,C,N,30,8,Y,4,B,2,34,1,4,2,N,N,A,4,1
75116,4,11,14,4,N,C,N,B,B,D,12,B,B,10,1,A,A,N,34,12,Y,11,A,3,37,1,16,6,N,N,A,6,5
75118,10,9,17,5,B,J,N,B,B,E,8,J,B,20,1,A,K,N,92,10,N,8,A,2,25,1,19,5,Y,N,E,2,4
75119,5,5,5,1,B,K,N,B,B,F,8,H,B,15,1,A,J,Y,41,10,N,12,C,2,31,1,16,6,Y,Y,E,2,3
75120,2,17,7,3,N,K,Y,B,D,E,8,H,B,15,1,A,K,N,72,8,N,14,A,2,25,1,20,3,N,N,A,2,4
75123,2,18,8,3,B,C,Y,B,B,D,8,B,B,20,1,A,I,N,79,7,Y,18,A,1,31,1,10,6,Y,N,E,2,2
75127,2,17,4,3,N,C,N,B,B,B,8,B,B,20,1,A,C,Y,87,10,Y,11,A,2,37,1,17,1,Y,N,E,2,1
75129,3,2,5,4,C,K,Y,B,B,E,12,H,B,10,3,A,J,N,49,12,Y,12,A,3,31,1,18,4,Y,N,C,3,4
75136,1,15,19,1,N,B,Y,B,B,D,8,B,B,10,1,C,E,N,27,10,N,2,A,1,31,1,14,7,N,N,A,1,2
75137,2,6,8,2,B,J,Y,B,B,E,2,J,B,15,3,A,K,N,40,7,Y,6,A,2,25,1,1,6,Y,N,E,2,1
75138,4,7,2,1,B,A,Y,B,B,D,12,B,B,20,3,A,B,Y,46,10,Y,11,B,2,31,1,1,6,N,Y,E,4,1
75142,4,13,16,3,N,H,N,B,B,E,8,H,B,10,1,A,R,N,57,11,N,10,B,2,40,1,4,4,Y,N,E,2,1
75143,7,7,7,5,N,K,N,B,B,E,12,J,B,10,1,F,R,N,66,10,Y,5,A,2,28,1,19,1,N,N,E,2,1
75147,9,12,18,1,N,K,Y,B,B,E,12,H,B,15,1,A,K,Y,91,8,N,18,C,3,40,1,2,6,Y,Y,E,4,1
75149,1,9,8,6,B,C,N,B,B,D,7,B,B,10,3,A,B,N,52,13,Y,3,A,2,40,1,20,2,Y,N,E,2,1
75150,1,2,18,7,C,K,Y,B,B,E,7,H,B,20,1,A,N,N,49,12,N,8,C,2,40,1,23,7,Y,N,E,4,6
75151,4,13,4,3,N,K,Y,B,B,F,8,H,B,15,3,A,N,Y,95,13,Y,14,A,3,31,1,7,4,Y,N,E,3,3
75153,8,12,7,5,B,I,N,B,B,E,7,J,B,20,1,A,N,N,50,19,N,10,A,7,31,1,2,6,Y,N,E,7,1
75159,1,14,14,4,E,H,N,B,B,E,2,H,B,15,2,A,R,N,84,32,Y,4,B,1,40,1,13,2,Y,N,E,1,1
75161,4,9,15,2,N,K,Y,B,B,E,12,H,B,5,2,A,R,N,93,13,N,9,A,2,40,1,14,2,Y,N,E,6,5
